Mutant;J30_1_1_fu_rc_1.dzn;J30_1_2_fu_rc_1.dzn;J30_1_3_fu_rc_1.dzn;J30_1_4_fu_rc_1.dzn;J30_1_5_fu_rc_1.dzn;J30_1_6_fu_rc_1.dzn;J30_1_7_fu_rc_1.dzn;J30_1_8_fu_rc_1.dzn;J30_1_9_fu_rc_1.dzn;J30_1_10_fu_rc_1.dzn;J30_2_1_fu_rc_1.dzn;J30_2_2_fu_rc_1.dzn;J30_2_3_fu_rc_1.dzn;J30_2_4_fu_rc_1.dzn;J30_2_5_fu_rc_1.dzn;J30_2_6_fu_rc_1.dzn;J30_2_7_fu_rc_1.dzn;J30_2_8_fu_rc_1.dzn;J30_2_9_fu_rc_1.dzn;J30_2_10_fu_rc_1.dzn;J30_3_1_fu_rc_1.dzn;J30_3_2_fu_rc_1.dzn;J30_3_3_fu_rc_1.dzn;J30_3_4_fu_rc_1.dzn;J30_3_5_fu_rc_1.dzn;J30_3_6_fu_rc_1.dzn;J30_3_7_fu_rc_1.dzn;J30_3_8_fu_rc_1.dzn;J30_3_9_fu_rc_1.dzn;J30_3_10_fu_rc_1.dzn;J30_4_1_fu_rc_1.dzn;J30_4_2_fu_rc_1.dzn;J30_4_3_fu_rc_1.dzn;J30_4_4_fu_rc_1.dzn;J30_4_5_fu_rc_1.dzn;J30_4_6_fu_rc_1.dzn;J30_4_7_fu_rc_1.dzn;J30_4_8_fu_rc_1.dzn;J30_4_9_fu_rc_1.dzn;J30_4_10_fu_rc_1.dzn;J30_5_1_fu_rc_1.dzn;J30_5_2_fu_rc_1.dzn;J30_5_3_fu_rc_1.dzn;J30_5_4_fu_rc_1.dzn;J30_5_5_fu_rc_1.dzn;J30_5_6_fu_rc_1.dzn;J30_5_7_fu_rc_1.dzn;J30_5_8_fu_rc_1.dzn;J30_5_9_fu_rc_1.dzn;J30_5_10_fu_rc_1.dzn;J30_6_1_fu_rc_1.dzn;J30_6_2_fu_rc_1.dzn;J30_6_3_fu_rc_1.dzn;J30_6_4_fu_rc_1.dzn;J30_6_5_fu_rc_1.dzn;J30_6_6_fu_rc_1.dzn;J30_6_7_fu_rc_1.dzn;J30_6_8_fu_rc_1.dzn;J30_6_9_fu_rc_1.dzn;J30_6_10_fu_rc_1.dzn;J30_7_1_fu_rc_1.dzn;J30_7_2_fu_rc_1.dzn;J30_7_3_fu_rc_1.dzn;J30_7_4_fu_rc_1.dzn;J30_7_5_fu_rc_1.dzn;J30_7_6_fu_rc_1.dzn;J30_7_7_fu_rc_1.dzn;J30_7_8_fu_rc_1.dzn;J30_7_9_fu_rc_1.dzn;J30_7_10_fu_rc_1.dzn;J30_8_1_fu_rc_1.dzn;J30_8_2_fu_rc_1.dzn;J30_8_3_fu_rc_1.dzn;J30_8_4_fu_rc_1.dzn;J30_8_5_fu_rc_1.dzn;J30_8_6_fu_rc_1.dzn;J30_8_7_fu_rc_1.dzn;J30_8_8_fu_rc_1.dzn;J30_8_9_fu_rc_1.dzn;J30_8_10_fu_rc_1.dzn;J30_9_1_fu_rc_1.dzn;J30_9_2_fu_rc_1.dzn;J30_9_3_fu_rc_1.dzn;J30_9_4_fu_rc_1.dzn;J30_9_5_fu_rc_1.dzn;J30_9_6_fu_rc_1.dzn;J30_9_7_fu_rc_1.dzn;J30_9_8_fu_rc_1.dzn;J30_9_9_fu_rc_1.dzn;J30_9_10_fu_rc_1.dzn;J30_10_1_fu_rc_1.dzn;J30_10_2_fu_rc_1.dzn;J30_10_3_fu_rc_1.dzn;J30_10_4_fu_rc_1.dzn;J30_10_5_fu_rc_1.dzn;J30_10_6_fu_rc_1.dzn;J30_10_7_fu_rc_1.dzn;J30_10_8_fu_rc_1.dzn;J30_10_9_fu_rc_1.dzn;J30_10_10_fu_rc_1.dzn;J30_11_1_fu_rc_1.dzn;J30_11_2_fu_rc_1.dzn;J30_11_3_fu_rc_1.dzn;J30_11_4_fu_rc_1.dzn;J30_11_5_fu_rc_1.dzn;J30_11_6_fu_rc_1.dzn;J30_11_7_fu_rc_1.dzn;J30_11_8_fu_rc_1.dzn;J30_11_9_fu_rc_1.dzn;J30_11_10_fu_rc_1.dzn;J30_12_1_fu_rc_1.dzn;J30_12_2_fu_rc_1.dzn;J30_12_3_fu_rc_1.dzn;J30_12_4_fu_rc_1.dzn;J30_12_5_fu_rc_1.dzn;J30_12_6_fu_rc_1.dzn;J30_12_7_fu_rc_1.dzn;J30_12_8_fu_rc_1.dzn;J30_12_9_fu_rc_1.dzn;J30_12_10_fu_rc_1.dzn;J30_13_1_fu_rc_1.dzn;J30_13_2_fu_rc_1.dzn;J30_13_3_fu_rc_1.dzn;J30_13_4_fu_rc_1.dzn;J30_13_5_fu_rc_1.dzn;J30_13_6_fu_rc_1.dzn;J30_13_7_fu_rc_1.dzn;J30_13_8_fu_rc_1.dzn;J30_13_9_fu_rc_1.dzn;J30_13_10_fu_rc_1.dzn;J30_14_1_fu_rc_1.dzn;J30_14_2_fu_rc_1.dzn;J30_14_3_fu_rc_1.dzn;J30_14_4_fu_rc_1.dzn;J30_14_5_fu_rc_1.dzn;J30_14_6_fu_rc_1.dzn;J30_14_7_fu_rc_1.dzn;J30_14_8_fu_rc_1.dzn;J30_14_9_fu_rc_1.dzn;J30_14_10_fu_rc_1.dzn;J30_15_1_fu_rc_1.dzn;J30_15_2_fu_rc_1.dzn;J30_15_3_fu_rc_1.dzn;J30_15_4_fu_rc_1.dzn;J30_15_5_fu_rc_1.dzn;J30_15_6_fu_rc_1.dzn;J30_15_7_fu_rc_1.dzn;J30_15_8_fu_rc_1.dzn;J30_15_9_fu_rc_1.dzn;J30_15_10_fu_rc_1.dzn;J30_16_1_fu_rc_1.dzn;J30_16_2_fu_rc_1.dzn;J30_16_3_fu_rc_1.dzn;J30_16_4_fu_rc_1.dzn;J30_16_5_fu_rc_1.dzn;J30_16_6_fu_rc_1.dzn;J30_16_7_fu_rc_1.dzn;J30_16_8_fu_rc_1.dzn;J30_16_9_fu_rc_1.dzn;J30_16_10_fu_rc_1.dzn;J30_17_1_fu_rc_1.dzn;J30_17_2_fu_rc_1.dzn;J30_17_3_fu_rc_1.dzn;J30_17_4_fu_rc_1.dzn;J30_17_5_fu_rc_1.dzn;J30_17_6_fu_rc_1.dzn;J30_17_7_fu_rc_1.dzn;J30_17_8_fu_rc_1.dzn;J30_17_9_fu_rc_1.dzn;J30_17_10_fu_rc_1.dzn;J30_18_1_fu_rc_1.dzn;J30_18_2_fu_rc_1.dzn;J30_18_3_fu_rc_1.dzn;J30_18_4_fu_rc_1.dzn;J30_18_5_fu_rc_1.dzn;J30_18_6_fu_rc_1.dzn;J30_18_7_fu_rc_1.dzn;J30_18_8_fu_rc_1.dzn;J30_18_9_fu_rc_1.dzn;J30_18_10_fu_rc_1.dzn;J30_19_1_fu_rc_1.dzn;J30_19_2_fu_rc_1.dzn;J30_19_3_fu_rc_1.dzn;J30_19_4_fu_rc_1.dzn;J30_19_5_fu_rc_1.dzn;J30_19_6_fu_rc_1.dzn;J30_19_7_fu_rc_1.dzn;J30_19_8_fu_rc_1.dzn;J30_19_9_fu_rc_1.dzn;J30_19_10_fu_rc_1.dzn;J30_20_1_fu_rc_1.dzn;J30_20_2_fu_rc_1.dzn;J30_20_3_fu_rc_1.dzn;J30_20_4_fu_rc_1.dzn;J30_20_5_fu_rc_1.dzn;J30_20_6_fu_rc_1.dzn;J30_20_7_fu_rc_1.dzn;J30_20_8_fu_rc_1.dzn;J30_20_9_fu_rc_1.dzn;J30_20_10_fu_rc_1.dzn;J30_21_1_fu_rc_1.dzn;J30_21_2_fu_rc_1.dzn;J30_21_3_fu_rc_1.dzn;J30_21_4_fu_rc_1.dzn;J30_21_5_fu_rc_1.dzn;J30_21_6_fu_rc_1.dzn;J30_21_7_fu_rc_1.dzn;J30_21_8_fu_rc_1.dzn;J30_21_9_fu_rc_1.dzn;J30_21_10_fu_rc_1.dzn;J30_22_1_fu_rc_1.dzn;J30_22_2_fu_rc_1.dzn;J30_22_3_fu_rc_1.dzn;J30_22_4_fu_rc_1.dzn;J30_22_5_fu_rc_1.dzn;J30_22_6_fu_rc_1.dzn;J30_22_7_fu_rc_1.dzn;J30_22_8_fu_rc_1.dzn;J30_22_9_fu_rc_1.dzn;J30_22_10_fu_rc_1.dzn;J30_23_1_fu_rc_1.dzn;J30_23_2_fu_rc_1.dzn;J30_23_3_fu_rc_1.dzn;J30_23_4_fu_rc_1.dzn;J30_23_5_fu_rc_1.dzn;J30_23_6_fu_rc_1.dzn;J30_23_7_fu_rc_1.dzn;J30_23_8_fu_rc_1.dzn;J30_23_9_fu_rc_1.dzn;J30_23_10_fu_rc_1.dzn;J30_24_1_fu_rc_1.dzn;J30_24_2_fu_rc_1.dzn;J30_24_3_fu_rc_1.dzn;J30_24_4_fu_rc_1.dzn;J30_24_5_fu_rc_1.dzn;J30_24_6_fu_rc_1.dzn;J30_24_7_fu_rc_1.dzn;J30_24_8_fu_rc_1.dzn;J30_24_9_fu_rc_1.dzn;J30_24_10_fu_rc_1.dzn;J30_25_1_fu_rc_1.dzn;J30_25_2_fu_rc_1.dzn;J30_25_3_fu_rc_1.dzn;J30_25_4_fu_rc_1.dzn;J30_25_5_fu_rc_1.dzn;J30_25_6_fu_rc_1.dzn;J30_25_7_fu_rc_1.dzn;J30_25_8_fu_rc_1.dzn;J30_25_9_fu_rc_1.dzn;J30_25_10_fu_rc_1.dzn;J30_26_1_fu_rc_1.dzn;J30_26_2_fu_rc_1.dzn;J30_26_3_fu_rc_1.dzn;J30_26_4_fu_rc_1.dzn;J30_26_5_fu_rc_1.dzn;J30_26_6_fu_rc_1.dzn;J30_26_7_fu_rc_1.dzn;J30_26_8_fu_rc_1.dzn;J30_26_9_fu_rc_1.dzn;J30_26_10_fu_rc_1.dzn;J30_27_1_fu_rc_1.dzn;J30_27_2_fu_rc_1.dzn;J30_27_3_fu_rc_1.dzn;J30_27_4_fu_rc_1.dzn;J30_27_5_fu_rc_1.dzn;J30_27_6_fu_rc_1.dzn;J30_27_7_fu_rc_1.dzn;J30_27_8_fu_rc_1.dzn;J30_27_9_fu_rc_1.dzn;J30_27_10_fu_rc_1.dzn;J30_28_1_fu_rc_1.dzn;J30_28_2_fu_rc_1.dzn;J30_28_3_fu_rc_1.dzn;J30_28_4_fu_rc_1.dzn;J30_28_5_fu_rc_1.dzn;J30_28_6_fu_rc_1.dzn;J30_28_7_fu_rc_1.dzn;J30_28_8_fu_rc_1.dzn;J30_28_9_fu_rc_1.dzn;J30_28_10_fu_rc_1.dzn;J30_29_1_fu_rc_1.dzn;J30_29_2_fu_rc_1.dzn;J30_29_3_fu_rc_1.dzn;J30_29_4_fu_rc_1.dzn;J30_29_5_fu_rc_1.dzn;J30_29_6_fu_rc_1.dzn;J30_29_7_fu_rc_1.dzn;J30_29_8_fu_rc_1.dzn;J30_29_9_fu_rc_1.dzn;J30_29_10_fu_rc_1.dzn;J30_30_1_fu_rc_1.dzn;J30_30_2_fu_rc_1.dzn;J30_30_3_fu_rc_1.dzn;J30_30_4_fu_rc_1.dzn;J30_30_5_fu_rc_1.dzn;J30_30_6_fu_rc_1.dzn;J30_30_7_fu_rc_1.dzn;J30_30_8_fu_rc_1.dzn;J30_30_9_fu_rc_1.dzn;J30_30_10_fu_rc_1.dzn;J30_31_1_fu_rc_1.dzn;J30_31_2_fu_rc_1.dzn;J30_31_3_fu_rc_1.dzn;J30_31_4_fu_rc_1.dzn;J30_31_5_fu_rc_1.dzn;J30_31_6_fu_rc_1.dzn;J30_31_7_fu_rc_1.dzn;J30_31_8_fu_rc_1.dzn;J30_31_9_fu_rc_1.dzn;J30_31_10_fu_rc_1.dzn;J30_32_1_fu_rc_1.dzn;J30_32_2_fu_rc_1.dzn;J30_32_3_fu_rc_1.dzn;J30_32_4_fu_rc_1.dzn;J30_32_5_fu_rc_1.dzn;J30_32_6_fu_rc_1.dzn;J30_32_7_fu_rc_1.dzn;J30_32_8_fu_rc_1.dzn;J30_32_9_fu_rc_1.dzn;J30_32_10_fu_rc_1.dzn;J30_33_1_fu_rc_1.dzn;J30_33_2_fu_rc_1.dzn;J30_33_3_fu_rc_1.dzn;J30_33_4_fu_rc_1.dzn;J30_33_5_fu_rc_1.dzn;J30_33_6_fu_rc_1.dzn;J30_33_7_fu_rc_1.dzn;J30_33_8_fu_rc_1.dzn;J30_33_9_fu_rc_1.dzn;J30_33_10_fu_rc_1.dzn;J30_34_1_fu_rc_1.dzn;J30_34_2_fu_rc_1.dzn;J30_34_3_fu_rc_1.dzn;J30_34_4_fu_rc_1.dzn;J30_34_5_fu_rc_1.dzn;J30_34_6_fu_rc_1.dzn;J30_34_7_fu_rc_1.dzn;J30_34_8_fu_rc_1.dzn;J30_34_9_fu_rc_1.dzn;J30_34_10_fu_rc_1.dzn;J30_35_1_fu_rc_1.dzn;J30_35_2_fu_rc_1.dzn;J30_35_3_fu_rc_1.dzn;J30_35_4_fu_rc_1.dzn;J30_35_5_fu_rc_1.dzn;J30_35_6_fu_rc_1.dzn;J30_35_7_fu_rc_1.dzn;J30_35_8_fu_rc_1.dzn;J30_35_9_fu_rc_1.dzn;J30_35_10_fu_rc_1.dzn;J30_36_1_fu_rc_1.dzn;J30_36_2_fu_rc_1.dzn;J30_36_3_fu_rc_1.dzn;J30_36_4_fu_rc_1.dzn;J30_36_5_fu_rc_1.dzn;J30_36_6_fu_rc_1.dzn;J30_36_7_fu_rc_1.dzn;J30_36_8_fu_rc_1.dzn;J30_36_9_fu_rc_1.dzn;J30_36_10_fu_rc_1.dzn;J30_37_1_fu_rc_1.dzn;J30_37_2_fu_rc_1.dzn;J30_37_3_fu_rc_1.dzn;J30_37_4_fu_rc_1.dzn;J30_37_5_fu_rc_1.dzn;J30_37_6_fu_rc_1.dzn;J30_37_7_fu_rc_1.dzn;J30_37_8_fu_rc_1.dzn;J30_37_9_fu_rc_1.dzn;J30_37_10_fu_rc_1.dzn;J30_38_1_fu_rc_1.dzn;J30_38_2_fu_rc_1.dzn;J30_38_3_fu_rc_1.dzn;J30_38_4_fu_rc_1.dzn;J30_38_5_fu_rc_1.dzn;J30_38_6_fu_rc_1.dzn;J30_38_7_fu_rc_1.dzn;J30_38_8_fu_rc_1.dzn;J30_38_9_fu_rc_1.dzn;J30_38_10_fu_rc_1.dzn;J30_39_1_fu_rc_1.dzn;J30_39_2_fu_rc_1.dzn;J30_39_3_fu_rc_1.dzn;J30_39_4_fu_rc_1.dzn;J30_39_5_fu_rc_1.dzn;J30_39_6_fu_rc_1.dzn;J30_39_7_fu_rc_1.dzn;J30_39_8_fu_rc_1.dzn;J30_39_9_fu_rc_1.dzn;J30_39_10_fu_rc_1.dzn;J30_40_1_fu_rc_1.dzn;J30_40_2_fu_rc_1.dzn;J30_40_3_fu_rc_1.dzn;J30_40_4_fu_rc_1.dzn;J30_40_5_fu_rc_1.dzn;J30_40_6_fu_rc_1.dzn;J30_40_7_fu_rc_1.dzn;J30_40_8_fu_rc_1.dzn;J30_40_9_fu_rc_1.dzn;J30_40_10_fu_rc_1.dzn;J30_41_1_fu_rc_1.dzn;J30_41_2_fu_rc_1.dzn;J30_41_3_fu_rc_1.dzn;J30_41_4_fu_rc_1.dzn;J30_41_5_fu_rc_1.dzn;J30_41_6_fu_rc_1.dzn;J30_41_7_fu_rc_1.dzn;J30_41_8_fu_rc_1.dzn;J30_41_9_fu_rc_1.dzn;J30_41_10_fu_rc_1.dzn;J30_42_1_fu_rc_1.dzn;J30_42_2_fu_rc_1.dzn;J30_42_3_fu_rc_1.dzn;J30_42_4_fu_rc_1.dzn;J30_42_5_fu_rc_1.dzn;J30_42_6_fu_rc_1.dzn;J30_42_7_fu_rc_1.dzn;J30_42_8_fu_rc_1.dzn;J30_42_9_fu_rc_1.dzn;J30_42_10_fu_rc_1.dzn;J30_43_1_fu_rc_1.dzn;J30_43_2_fu_rc_1.dzn;J30_43_3_fu_rc_1.dzn;J30_43_4_fu_rc_1.dzn;J30_43_5_fu_rc_1.dzn;J30_43_6_fu_rc_1.dzn;J30_43_7_fu_rc_1.dzn;J30_43_8_fu_rc_1.dzn;J30_43_9_fu_rc_1.dzn;J30_43_10_fu_rc_1.dzn;J30_44_1_fu_rc_1.dzn;J30_44_2_fu_rc_1.dzn;J30_44_3_fu_rc_1.dzn;J30_44_4_fu_rc_1.dzn;J30_44_5_fu_rc_1.dzn;J30_44_6_fu_rc_1.dzn;J30_44_7_fu_rc_1.dzn;J30_44_8_fu_rc_1.dzn;J30_44_9_fu_rc_1.dzn;J30_44_10_fu_rc_1.dzn;J30_45_1_fu_rc_1.dzn;J30_45_2_fu_rc_1.dzn;J30_45_3_fu_rc_1.dzn;J30_45_4_fu_rc_1.dzn;J30_45_5_fu_rc_1.dzn;J30_45_6_fu_rc_1.dzn;J30_45_7_fu_rc_1.dzn;J30_45_8_fu_rc_1.dzn;J30_45_9_fu_rc_1.dzn;J30_45_10_fu_rc_1.dzn;J30_46_1_fu_rc_1.dzn;J30_46_2_fu_rc_1.dzn;J30_46_3_fu_rc_1.dzn;J30_46_4_fu_rc_1.dzn;J30_46_5_fu_rc_1.dzn;J30_46_6_fu_rc_1.dzn;J30_46_7_fu_rc_1.dzn;J30_46_8_fu_rc_1.dzn;J30_46_9_fu_rc_1.dzn;J30_46_10_fu_rc_1.dzn;J30_47_1_fu_rc_1.dzn;J30_47_2_fu_rc_1.dzn;J30_47_3_fu_rc_1.dzn;J30_47_4_fu_rc_1.dzn;J30_47_5_fu_rc_1.dzn;J30_47_6_fu_rc_1.dzn;J30_47_7_fu_rc_1.dzn;J30_47_8_fu_rc_1.dzn;J30_47_9_fu_rc_1.dzn;J30_47_10_fu_rc_1.dzn;J30_48_1_fu_rc_1.dzn;J30_48_2_fu_rc_1.dzn;J30_48_3_fu_rc_1.dzn;J30_48_4_fu_rc_1.dzn;J30_48_5_fu_rc_1.dzn;J30_48_6_fu_rc_1.dzn;J30_48_7_fu_rc_1.dzn;J30_48_8_fu_rc_1.dzn;J30_48_9_fu_rc_1.dzn;J30_48_10_fu_rc_1.dzn;Result
mut-LE2NE-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mut-LE2GE-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
